timestamp_ns,request_id,token_idx,itl_ms
3535074857362955,req_0009,4,7.5752
3535074857367674,req_0010,4,7.5764
3535074857372804,req_0011,4,7.5781
3535074857377272,req_0012,4,7.5791
3535074857381420,req_0013,4,7.5797
3535074857385368,req_0014,4,7.5800
3535074857389756,req_0015,4,7.5809
3535074857393855,req_0016,4,7.5816
3535074857398083,req_0017,4,7.5825
3535074857402291,req_0018,4,7.5834
3535074857406319,req_0019,4,7.5840
3535074857410607,req_0020,4,7.5848
3535074857414544,req_0021,4,7.5852
3535074857418452,req_0022,4,7.5859
3535074857422440,req_0023,4,7.5867
3535074857426297,req_0024,4,7.5874
3535074857430365,req_0025,4,7.5881
3535074857434433,req_0026,4,7.5884
3535074857438541,req_0027,4,7.5886
3535074857442649,req_0028,4,7.5889
3535074857446737,req_0029,4,7.5894
3535074857450754,req_0030,4,7.5900
3535074857454893,req_0031,4,7.5905
3535074857459411,req_0032,4,7.5915
3535074857463659,req_0033,4,7.5923
3535074857467677,req_0034,4,7.5929
3535074857471925,req_0035,4,7.5939
3535074857475843,req_0036,4,7.5946
3535074857479951,req_0037,4,7.5954
3535074857483969,req_0038,4,7.5962
3535074857487916,req_0039,4,7.5963
3535074857492004,req_0040,4,7.5973
3535074857495902,req_0041,4,7.5978
3535074857499889,req_0042,4,7.5986
3535074857503847,req_0043,4,7.5992
3535074857508025,req_0044,4,7.6001
3535074857512103,req_0045,4,7.6009
3535074857515960,req_0046,4,7.6015
3535074857519798,req_0047,4,7.6022
3535074857523695,req_0048,4,7.6029
3535074857527673,req_0049,4,7.6036
3535074857531651,req_0050,4,7.6043
3535074857537953,req_0051,4,7.6072
3535074857542221,req_0052,4,7.6082
3535074857546029,req_0053,4,7.6085
3535074857549365,req_0054,4,7.6084
3535074857552691,req_0055,4,7.6082
3535074857555857,req_0056,4,7.6043
3535074857559044,req_0057,4,7.6043
3535074857562330,req_0058,4,7.6043
3535074857565556,req_0059,4,7.6044
3535074857568933,req_0060,4,7.6045
3535074857576668,req_0061,4,7.6089
3535074857580074,req_0062,4,7.6091
3535074857583361,req_0063,4,7.6090
3535074865735901,req_0000,7,8.4235
3535074865744638,req_0001,5,8.4214
3535074865749988,req_0002,5,8.4202
3535074865754216,req_0003,5,8.4193
3535074865758334,req_0004,5,8.4187
3535074865762041,req_0005,5,8.4178
3535074865765658,req_0006,5,8.4171
3535074865769105,req_0007,5,8.4158
3535074865772712,req_0008,5,8.4145
3535074865776199,req_0009,5,8.4132
3535074865779495,req_0010,5,8.4118
3535074865783132,req_0011,5,8.4103
3535074865786498,req_0012,5,8.4092
3535074865789975,req_0013,5,8.4086
3535074865793392,req_0014,5,8.4080
3535074865796929,req_0015,5,8.4072
3535074865800345,req_0016,5,8.4065
3535074865803591,req_0017,5,8.4055
3535074865806908,req_0018,5,8.4046
3535074865810445,req_0019,5,8.4041
3535074865813741,req_0020,5,8.4031
3535074865817008,req_0021,5,8.4025
3535074865820234,req_0022,5,8.4018
3535074865827337,req_0023,5,8.4049
3535074865830684,req_0024,5,8.4044
3535074865833940,req_0025,5,8.4036
3535074865837227,req_0026,5,8.4028
3535074865840563,req_0027,5,8.4020
3535074865843960,req_0028,5,8.4013
3535074865847426,req_0029,5,8.4007
3535074865850512,req_0030,5,8.3998
3535074865856454,req_0031,5,8.4016
3535074865863006,req_0032,5,8.4036
3535074865867274,req_0033,5,8.4036
3535074865870881,req_0034,5,8.4032
3535074865874208,req_0035,5,8.4023
3535074865877484,req_0036,5,8.4016
3535074865880741,req_0037,5,8.4008
3535074865884027,req_0038,5,8.4001
3535074865887373,req_0039,5,8.3995
3535074865890670,req_0040,5,8.3987
3535074865893816,req_0041,5,8.3979
3535074865931899,req_0042,5,8.4320
3535074865937380,req_0043,5,8.4335
3535074865941448,req_0044,5,8.4334
3535074865944965,req_0045,5,8.4329
3535074865948531,req_0046,5,8.4326
3535074865951928,req_0047,5,8.4321
3535074865955164,req_0048,5,8.4315
3535074865958421,req_0049,5,8.4307
3535074865961647,req_0050,5,8.4300
3535074865964883,req_0051,5,8.4269
3535074865968079,req_0052,5,8.4259
3535074865971246,req_0053,5,8.4252
3535074865974532,req_0054,5,8.4252
3535074865977748,req_0055,5,8.4251
3535074865980904,req_0056,5,8.4250
3535074865984030,req_0057,5,8.4250
3535074865987196,req_0058,5,8.4249
3535074865990322,req_0059,5,8.4248
3535074865993538,req_0060,5,8.4246
3535074865996725,req_0061,5,8.4201
3535074866000021,req_0062,5,8.4199
3535074866003267,req_0063,5,8.4199
3535074872974846,req_0000,8,7.2389
3535074872985146,req_0001,6,7.2405
3535074872990837,req_0002,6,7.2408
3535074872995546,req_0003,6,7.2413
3535074873000626,req_0004,6,7.2423
3535074873005185,req_0005,6,7.2431
3535074873008982,req_0006,6,7.2433
3535074873016897,req_0007,6,7.2478
3535074873020695,req_0008,6,7.2480
3535074873024432,req_0009,6,7.2482
3535074873027908,req_0010,6,7.2484
3535074873031686,req_0011,6,7.2486
3535074873034922,req_0012,6,7.2484
3535074873038689,req_0013,6,7.2487
3535074873042717,req_0014,6,7.2493
3535074873048128,req_0015,6,7.2512
3535074873051805,req_0016,6,7.2515
3535074873055432,req_0017,6,7.2518
3535074873058989,req_0018,6,7.2521
3535074873062816,req_0019,6,7.2524
3535074873066353,req_0020,6,7.2526
3535074873069800,req_0021,6,7.2528
3535074873073376,req_0022,6,7.2531
3535074873077154,req_0023,6,7.2498
3535074873080791,req_0024,6,7.2501
3535074873084628,req_0025,6,7.2507
3535074873088496,req_0026,6,7.2513
3535074873091892,req_0027,6,7.2513
3535074873095189,req_0028,6,7.2512
3535074873098515,req_0029,6,7.2511
3535074873101942,req_0030,6,7.2514
3535074873105619,req_0031,6,7.2492
3535074873108915,req_0032,6,7.2459
3535074873112712,req_0033,6,7.2454
3535074873116109,req_0034,6,7.2452
3535074873119285,req_0035,6,7.2451
3535074873123173,req_0036,6,7.2457
3535074873126880,req_0037,6,7.2461
3535074873130427,req_0038,6,7.2464
3535074873134184,req_0039,6,7.2468
3535074873138061,req_0040,6,7.2474
3535074873142370,req_0042,6,7.2105
3535074873146588,req_0043,6,7.2092
3535074873150736,req_0044,6,7.2093
3535074873154493,req_0045,6,7.2095
3535074873158311,req_0046,6,7.2098
3535074873162028,req_0047,6,7.2101
3535074873165574,req_0048,6,7.2104
3535074873169292,req_0049,6,7.2109
3535074873173360,req_0050,6,7.2117
3535074873176776,req_0051,6,7.2119
3535074873180473,req_0052,6,7.2124
3535074873184190,req_0053,6,7.2129
3535074873187948,req_0054,6,7.2134
3535074873191284,req_0055,6,7.2135
3535074873194941,req_0056,6,7.2140
3535074873198899,req_0057,6,7.2149
3535074873202937,req_0058,6,7.2157
3535074873206654,req_0059,6,7.2163
3535074873210441,req_0060,6,7.2169
3535074873214148,req_0061,6,7.2174
3535074873217866,req_0062,6,7.2178
3535074873221482,req_0063,6,7.2182
3535074888112080,req_0000,9,15.1372
3535074888123031,req_0001,7,15.1379
3535074888128392,req_0002,7,15.1376
3535074888133141,req_0003,7,15.1376
3535074888138271,req_0004,7,15.1376
3535074888142379,req_0005,7,15.1372
3535074888146908,req_0006,7,15.1379
3535074888151066,req_0007,7,15.1342
3535074888157137,req_0008,7,15.1364
3535074888161606,req_0009,7,15.1372
3535074888165243,req_0010,7,15.1373
3535074888169120,req_0011,7,15.1374
3535074888172958,req_0012,7,15.1380
3535074888176725,req_0013,7,15.1380
3535074888180292,req_0014,7,15.1376
3535074888184039,req_0015,7,15.1359
3535074888187666,req_0016,7,15.1359
3535074888191975,req_0017,7,15.1365
3535074888195482,req_0018,7,15.1365
3535074888199650,req_0019,7,15.1368
3535074888203367,req_0020,7,15.1370
3535074888206833,req_0021,7,15.1370
3535074888210230,req_0022,7,15.1369
3535074888213837,req_0023,7,15.1367
3535074888217524,req_0024,7,15.1367
3535074888221652,req_0025,7,15.1370
3535074888225529,req_0026,7,15.1370
3535074888230078,req_0027,7,15.1382
3535074888233725,req_0028,7,15.1385
3535074888237503,req_0029,7,15.1390
3535074888241110,req_0030,7,15.1392
3535074888244967,req_0031,7,15.1393
3535074888248564,req_0032,7,15.1396
3535074888252171,req_0033,7,15.1395
3535074888255928,req_0034,7,15.1398
3535074888259746,req_0035,7,15.1405
3535074888263363,req_0036,7,15.1402
3535074888266949,req_0037,7,15.1401
3535074888271097,req_0038,7,15.1407
3535074888274775,req_0039,7,15.1406
3535074888278722,req_0040,7,15.1407
3535074888283091,req_0042,7,15.1407
3535074888286998,req_0043,7,15.1404
3535074888290565,req_0044,7,15.1398
3535074888294353,req_0045,7,15.1399
3535074888298150,req_0046,7,15.1398
3535074888301636,req_0047,7,15.1396
3535074888304953,req_0048,7,15.1394
3535074888308480,req_0049,7,15.1392
3535074888312237,req_0050,7,15.1389
3535074888315794,req_0051,7,15.1390
3535074888319351,req_0052,7,15.1389
3535074888322998,req_0053,7,15.1388
3535074888326525,req_0054,7,15.1386
3535074888334300,req_0055,7,15.1430
3535074888338237,req_0056,7,15.1433
3535074888341924,req_0057,7,15.1430
3535074888345411,req_0058,7,15.1425
3535074888349008,req_0059,7,15.1424
3535074888352705,req_0060,7,15.1423
3535074888356212,req_0061,7,15.1421
3535074888359579,req_0062,7,15.1417
3535074896424540,req_0000,10,8.3125
3535074896433317,req_0001,8,8.3103
3535074896438467,req_0002,8,8.3101
3535074896442795,req_0003,8,8.3097
3535074896446562,req_0004,8,8.3083
3535074896450359,req_0005,8,8.3080
3535074896454097,req_0006,8,8.3072
3535074896457493,req_0007,8,8.3064
3535074896460920,req_0008,8,8.3038
3535074896464156,req_0009,8,8.3026
3535074896468104,req_0010,8,8.3029
3535074896471580,req_0011,8,8.3025
3535074896475027,req_0012,8,8.3021
3535074896478484,req_0013,8,8.3018
3535074896481830,req_0014,8,8.3015
3535074896485307,req_0015,8,8.3013
3535074896488583,req_0016,8,8.3009
3535074896491940,req_0017,8,8.3000
3535074896495226,req_0018,8,8.2997
3535074896498523,req_0019,8,8.2989
3535074896501949,req_0020,8,8.2986
3535074896505466,req_0021,8,8.2986
3535074896509193,req_0022,8,8.2990
3535074896513011,req_0023,8,8.2992
3535074896516447,req_0024,8,8.2989
3535074896519753,req_0025,8,8.2981
3535074896523080,req_0026,8,8.2976
3535074896526386,req_0027,8,8.2963
3535074896533430,req_0028,8,8.2997
3535074896536616,req_0029,8,8.2991
3535074896540173,req_0030,8,8.2991
3535074896543700,req_0031,8,8.2987
3535074896546996,req_0032,8,8.2984
3535074896550343,req_0033,8,8.2982
3535074896553639,req_0034,8,8.2977
3535074896556775,req_0035,8,8.2970
3535074896559941,req_0036,8,8.2966
3535074896563137,req_0037,8,8.2962
3535074896566293,req_0038,8,8.2952
3535074896569500,req_0039,8,8.2947
3535074896572606,req_0040,8,8.2939
3535074896575762,req_0042,8,8.2927
3535074896578998,req_0043,8,8.2920
3535074896582294,req_0044,8,8.2917
3535074896585440,req_0045,8,8.2911
3535074896588677,req_0046,8,8.2905
3535074896591763,req_0047,8,8.2901
3535074896594949,req_0048,8,8.2900
3535074896598095,req_0049,8,8.2896
3535074896601331,req_0050,8,8.2891
3535074896604697,req_0051,8,8.2889
3535074896607924,req_0052,8,8.2886
3535074896611080,req_0053,8,8.2881
3535074896614196,req_0054,8,8.2877
3535074896617392,req_0055,8,8.2831
3535074896620849,req_0056,8,8.2826
3535074896623995,req_0057,8,8.2821
3535074896627251,req_0058,8,8.2818
3535074896630377,req_0059,8,8.2814
3535074896633794,req_0060,8,8.2811
3535074896637180,req_0061,8,8.2810
3535074896640346,req_0062,8,8.2808
3535074896643583,req_0064,0,30.6315
3535074904923138,req_0000,11,8.4986
3535074904931524,req_0001,9,8.4982
3535074904936414,req_0002,9,8.4979
3535074904940482,req_0003,9,8.4977
3535074904944429,req_0004,9,8.4979
3535074904948588,req_0005,9,8.4982
3535074904952415,req_0006,9,8.4983
3535074904956372,req_0007,9,8.4989
3535074904959909,req_0008,9,8.4990
3535074904963286,req_0009,9,8.4991
3535074904966482,req_0010,9,8.4984
3535074904969668,req_0011,9,8.4981
3535074904973015,req_0012,9,8.4980
3535074904976321,req_0013,9,8.4978
3535074904979567,req_0014,9,8.4977
3535074904983174,req_0015,9,8.4979
3535074904986651,req_0016,9,8.4981
3535074904989907,req_0017,9,8.4980
3535074904993154,req_0018,9,8.4979
3535074904998333,req_0019,9,8.4998
3535074905002201,req_0020,9,8.5003
3535074905005678,req_0021,9,8.5002
3535074905008904,req_0022,9,8.4997
3535074905012210,req_0023,9,8.4992
3535074905015547,req_0024,9,8.4991
3535074905019004,req_0025,9,8.4993
3535074905022330,req_0026,9,8.4992
3535074905025666,req_0027,9,8.4993
3535074905029043,req_0028,9,8.4956
3535074905032299,req_0029,9,8.4957
3535074905035525,req_0030,9,8.4954
3535074905038792,req_0031,9,8.4951
3535074905042098,req_0032,9,8.4951
3535074905045395,req_0033,9,8.4951
3535074905048621,req_0034,9,8.4950
3535074905051797,req_0035,9,8.4950
3535074905055073,req_0036,9,8.4951
3535074905058380,req_0037,9,8.4952
3535074905061566,req_0038,9,8.4953
3535074905064822,req_0039,9,8.4953
3535074905068219,req_0040,9,8.4956
3535074905071595,req_0042,9,8.4958
3535074905074791,req_0043,9,8.4958
3535074905078058,req_0044,9,8.4958
3535074905081384,req_0045,9,8.4959
3535074905084720,req_0046,9,8.4960
3535074905088097,req_0047,9,8.4963
3535074905091554,req_0048,9,8.4966
3535074905094980,req_0049,9,8.4969
3535074905098307,req_0050,9,8.4970
3535074905101653,req_0051,9,8.4970
3535074905104939,req_0052,9,8.4970
3535074905108246,req_0053,9,8.4972
3535074905111412,req_0054,9,8.4972
3535074905114588,req_0055,9,8.4972
3535074905117824,req_0056,9,8.4970
3535074905121051,req_0057,9,8.4971
3535074905124227,req_0058,9,8.4970
3535074905127523,req_0059,9,8.4971
3535074905130709,req_0060,9,8.4969
3535074905134136,req_0061,9,8.4970
3535074905137462,req_0062,9,8.4971
3535074905140668,req_0064,1,8.4971
3535074905143835,req_0065,0,31.8957
3535074912261496,req_0000,12,7.3384
3535074912269922,req_0001,10,7.3384
3535074912274741,req_0002,10,7.3383
3535074912279079,req_0003,10,7.3386
3535074912283378,req_0004,10,7.3389
3535074912287155,req_0005,10,7.3386
3535074912290702,req_0006,10,7.3383
3535074912294108,req_0007,10,7.3377
3535074912297615,req_0008,10,7.3377
3535074912301122,req_0009,10,7.3378
3535074912304569,req_0010,10,7.3381
3535074912307995,req_0011,10,7.3383
3535074912311322,req_0012,10,7.3383
3535074912314648,req_0013,10,7.3383
3535074912318005,req_0014,10,7.3384
3535074912321722,req_0015,10,7.3385
3535074912324998,req_0016,10,7.3383
3535074912328425,req_0017,10,7.3385
3535074912331691,req_0018,10,7.3385
3535074912334958,req_0019,10,7.3366
3535074912338314,req_0020,10,7.3361
3535074912341620,req_0021,10,7.3359
3535074912344917,req_0022,10,7.3360
3535074912348153,req_0023,10,7.3359
3535074912351329,req_0024,10,7.3358
3535074912354596,req_0025,10,7.3356
3535074912358022,req_0026,10,7.3357
3535074912361419,req_0027,10,7.3358
3535074912364765,req_0028,10,7.3357
3535074912367991,req_0029,10,7.3357
3535074912371217,req_0030,10,7.3357
3535074912374474,req_0031,10,7.3357
3535074912377710,req_0032,10,7.3356
3535074912380876,req_0033,10,7.3355
3535074912384243,req_0034,10,7.3356
3535074912388160,req_0035,10,7.3364
3535074912391396,req_0036,10,7.3363
3535074912394683,req_0037,10,7.3363
3535074912397959,req_0038,10,7.3364
3535074912401166,req_0039,10,7.3363
3535074912404372,req_0040,10,7.3362
3535074912407608,req_0042,10,7.3360
3535074912410704,req_0043,10,7.3359
3535074912414080,req_0044,10,7.3360
3535074912422276,req_0045,10,7.3409
3535074912425553,req_0046,10,7.3408
3535074912428819,req_0047,10,7.3407
3535074912431975,req_0048,10,7.3404
3535074912435171,req_0049,10,7.3402
3535074912438478,req_0050,10,7.3402
3535074912441674,req_0051,10,7.3400
3535074912444890,req_0052,10,7.3400
3535074912448306,req_0053,10,7.3401
3535074912451633,req_0054,10,7.3402
3535074912455010,req_0055,10,7.3404
3535074912458326,req_0056,10,7.3405
3535074912461432,req_0057,10,7.3404
3535074912464608,req_0058,10,7.3404
3535074912467794,req_0059,10,7.3403
3535074912471511,req_0060,10,7.3408
3535074912474978,req_0061,10,7.3408
3535074912478194,req_0062,10,7.3407
3535074912481430,req_0064,2,7.3408
3535074912484687,req_0065,1,7.3409
3535074920016277,req_0000,13,7.7548
3535074920024163,req_0001,11,7.7542
3535074920028882,req_0002,11,7.7541
3535074920033290,req_0003,11,7.7542
3535074920037238,req_0004,11,7.7539
3535074920040865,req_0005,11,7.7537
3535074920044272,req_0006,11,7.7536
3535074920047758,req_0007,11,7.7537
3535074920051245,req_0008,11,7.7536
3535074920054632,req_0009,11,7.7535
3535074920057918,req_0010,11,7.7533
3535074920061204,req_0011,11,7.7532
3535074920064581,req_0012,11,7.7533
3535074920067927,req_0013,11,7.7533
3535074920071143,req_0014,11,7.7531
3535074920074430,req_0015,11,7.7527
3535074920081032,req_0016,11,7.7560
3535074920084429,req_0017,11,7.7560
3535074920087805,req_0018,11,7.7561
3535074920091092,req_0019,11,7.7561
3535074920094509,req_0020,11,7.7562
3535074920097885,req_0021,11,7.7563
3535074920101001,req_0022,11,7.7561
3535074920104277,req_0023,11,7.7561
3535074920107434,req_0024,11,7.7561
3535074920110670,req_0025,11,7.7561
3535074920113966,req_0026,11,7.7559
3535074920117233,req_0027,11,7.7558
3535074920120419,req_0028,11,7.7557
