timestamp,step,allreduce_latency_ms,allreduce_bw_gbs,io_flood_active,rank_is_flooder,nic_util_pct
0.3178,0,121.377,4.1194,0,1,0.0
0.3422,1,23.7844,21.0222,0,1,0.0
0.3657,2,23.1723,21.5775,0,1,0.0
0.3896,3,23.5311,21.2485,0,1,0.0
0.4135,4,23.6033,21.1834,0,1,0.0
0.4375,5,23.6193,21.1691,0,1,0.0
0.4618,6,24.0247,20.812,0,1,0.0
0.4856,7,23.3517,21.4117,0,1,0.0
0.5094,8,23.4545,21.3179,0,1,0.0
0.5332,9,23.4711,21.3028,0,1,0.0
0.5573,10,23.7806,21.0255,0,1,0.01
0.5807,11,23.1386,21.6089,0,1,0.0
0.6047,12,23.6017,21.1849,0,1,0.0
0.6289,13,23.9375,20.8878,0,1,0.0
0.6529,14,23.5683,21.215,0,1,0.0
0.6764,15,23.463,21.3101,0,1,0.0
0.7002,16,23.6582,21.1343,0,1,0.0
0.7247,17,24.1885,20.671,0,1,0.0
0.7488,18,23.7169,21.082,0,1,0.0
0.773,19,23.931,20.8934,0,1,0.0
0.7966,20,23.2814,21.4764,0,1,0.0
0.8205,21,23.5912,21.1943,0,1,0.0
0.8442,22,23.3241,21.4371,0,1,0.0
0.8681,23,23.5382,21.242,0,1,0.0
0.8915,24,23.1163,21.6298,0,1,0.0
0.9155,25,23.6789,21.1158,0,1,0.0
0.9393,26,23.5305,21.249,0,1,0.0
0.963,27,23.3104,21.4497,0,1,0.0
0.9872,28,23.9192,20.9037,0,1,0.0
1.0113,29,23.7511,21.0516,0,1,0.0
1.0349,30,23.2794,21.4782,0,1,0.0
1.0587,31,23.5906,21.1949,0,1,0.0
1.0823,32,23.1999,21.5518,0,1,0.0
1.1067,33,24.044,20.7952,0,1,0.0
1.1304,34,23.4046,21.3634,0,1,0.0
1.1543,35,23.7891,21.0181,0,1,0.0
1.1779,36,23.2378,21.5166,0,1,0.0
1.2013,37,23.1257,21.6209,0,1,0.0
1.2254,38,23.7261,21.0738,0,1,0.0
1.2493,39,23.5376,21.2426,0,1,0.0
1.2732,40,23.6279,21.1614,0,1,0.0
1.2969,41,23.4015,21.3662,0,1,0.0
1.3211,42,23.844,20.9697,0,1,0.0
1.3449,43,23.687,21.1086,0,1,0.0
1.3685,44,23.2804,21.4773,0,1,0.0
1.392,45,23.2869,21.4713,0,1,0.0
1.416,46,23.604,21.1829,0,1,0.0
1.4398,47,23.5402,21.2403,0,1,0.0
1.4638,48,23.6333,21.1566,0,1,0.0
1.4875,49,23.605,21.1819,0,1,0.0
1.5116,50,23.7856,21.0211,0,1,0.0
1.5356,51,23.6363,21.1539,0,1,0.0
1.5593,52,23.333,21.4289,0,1,0.0
1.583,53,23.446,21.3256,0,1,0.0
1.6071,54,23.9611,20.8671,0,1,0.0
1.6312,55,23.8706,20.9463,0,1,0.0
1.6553,56,23.8019,21.0067,0,1,0.0
1.679,57,23.5745,21.2094,0,1,0.0
1.7022,58,23.094,21.6506,0,1,0.0
1.7257,59,23.208,21.5443,0,1,0.0
1.7497,60,23.6956,21.1009,0,1,0.0
1.7737,61,23.8579,20.9574,0,1,0.0
1.7979,62,23.8621,20.9537,0,1,0.0
1.8215,63,23.361,21.4032,0,1,0.0
1.8454,64,23.4928,21.2831,0,1,0.0
1.8693,65,23.5654,21.2175,0,1,0.0
1.8925,66,23.1634,21.5857,0,1,0.0
1.9165,67,23.6231,21.1657,0,1,0.0
1.9404,68,23.5913,21.1942,0,1,0.0
1.9647,69,23.6607,21.1321,0,1,0.0
1.9888,70,23.7478,21.0546,0,1,0.0
2.0126,71,23.5833,21.2015,0,1,0.0
2.0362,72,23.2548,21.5009,0,1,0.0
2.0602,73,23.705,21.0926,0,1,0.0
2.0838,74,23.319,21.4418,0,1,0.0
2.1074,75,23.4394,21.3316,0,1,0.0
2.1318,76,24.0466,20.793,0,1,0.0
2.1553,77,23.3786,21.3871,0,1,0.0
2.1791,78,23.5678,21.2154,0,1,0.0
2.203,79,23.4545,21.3179,0,1,0.0
2.227,80,23.7312,21.0693,0,1,0.0
2.2508,81,23.6472,21.1442,0,1,0.0
2.2746,82,23.4571,21.3155,0,1,0.0
2.2987,83,23.9605,20.8677,0,1,0.0
2.3234,84,24.383,20.5061,0,1,0.0
2.3473,85,23.6673,21.1262,0,1,0.0
2.3712,86,23.6087,21.1786,0,1,0.0
2.3951,87,23.625,21.1641,0,1,0.0
2.4188,88,23.4161,21.3528,0,1,0.0
2.4424,89,23.2808,21.477,0,1,0.0
2.4664,90,23.66,21.1327,0,1,0.0
2.4903,91,23.8061,21.003,0,1,0.0
2.5145,92,23.8441,20.9695,0,1,0.0
2.5385,93,23.7349,21.066,0,1,0.01
2.5625,94,23.6342,21.1558,0,1,0.0
2.5862,95,23.3434,21.4193,0,1,0.0
2.61,96,23.4921,21.2837,0,1,0.0
2.6337,97,23.4774,21.2971,0,1,0.0
2.6579,98,23.8099,20.9997,0,1,0.0
2.6814,99,23.1613,21.5878,0,1,0.0
2.7148,100,32.7065,15.2875,1,1,0.0
2.7398,101,23.9918,20.8404,1,1,0.01
2.7643,102,24.2419,20.6254,1,1,0.01
2.7898,103,25.1546,19.8771,1,1,0.01
