timestamp,step,allreduce_latency_ms,allreduce_bw_gbs,io_flood_active,rank_is_flooder,nic_util_pct
0.3313,0,136.3774,3.6663,0,0,0.0
0.356,1,23.8945,20.9254,0,0,0.0
0.3797,2,23.3751,21.3903,0,0,0.0
0.4041,3,23.9365,20.8886,0,0,0.0
0.4281,4,23.4817,21.2931,0,0,0.0
0.4519,5,23.2603,21.4958,0,0,0.0
0.4763,6,23.8647,20.9514,0,0,0.0
0.5001,7,23.4885,21.287,0,0,0.0
0.5238,8,23.306,21.4537,0,0,0.0
0.5482,9,23.8956,20.9244,0,0,0.0
0.5724,10,23.8025,21.0062,0,0,0.0
0.5963,11,23.3597,21.4044,0,0,0.0
0.6206,12,23.8883,20.9307,0,0,0.0
0.6447,13,23.845,20.9688,0,0,0.0
0.669,14,23.9098,20.9119,0,0,0.0
0.6928,15,23.3811,21.3848,0,0,0.0
0.7172,16,24.0112,20.8236,0,0,0.0
0.7417,17,24.0905,20.7551,0,0,0.0
0.7657,18,23.673,21.1211,0,0,0.0
0.7899,19,23.7483,21.0542,0,0,0.0
0.8143,20,23.935,20.8899,0,0,0.0
0.8379,21,23.2059,21.5463,0,0,0.0
0.8621,22,23.7739,21.0315,0,0,0.0
0.8865,23,24.0254,20.8113,0,0,0.0
0.9108,24,23.9686,20.8606,0,0,0.0
0.9348,25,23.6704,21.1234,0,0,0.0
0.9586,26,23.3577,21.4062,0,0,0.0
0.9847,27,24.0838,20.7608,0,0,0.0
1.0088,28,23.666,21.1274,0,0,0.0
1.0328,29,23.5762,21.2079,0,0,0.0
1.0577,30,24.1127,20.736,0,0,0.0
1.0818,31,23.7907,21.0166,0,0,0.0
1.1058,32,23.4675,21.306,0,0,0.0
1.1298,33,23.6401,21.1505,0,0,0.0
1.154,34,23.7331,21.0676,0,0,0.0
1.1779,35,23.4746,21.2996,0,0,0.0
1.2021,36,23.6576,21.1349,0,0,0.0
1.2262,37,23.6628,21.1302,0,0,0.0
1.2504,38,23.8981,20.9222,0,0,0.0
1.2745,39,23.7186,21.0805,0,0,0.0
1.2986,40,23.7101,21.088,0,0,0.0
1.3229,41,23.8101,20.9995,0,0,0.0
1.3472,42,23.8677,20.9488,0,0,0.0
1.3712,43,23.5437,21.2371,0,0,0.0
1.3952,44,23.4996,21.277,0,0,0.0
1.4195,45,23.822,20.989,0,0,0.0
1.4441,46,24.2862,20.5878,0,0,0.0
1.4685,47,23.8707,20.9462,0,0,0.0
1.493,48,24.0348,20.8032,0,0,0.0
1.5174,49,23.9794,20.8512,0,0,0.0
1.5412,50,23.5264,21.2527,0,0,0.0
