step,rank,mode,allreduce_ms,dma_ms,overlap_ms,stall_ms,wall_s
100,3,baseline,25.5464,25.8706,25.5464,0.0,0.025985
101,0,baseline,20.8959,26.4069,20.8959,0.0,0.026509
101,1,baseline,25.7002,26.3023,25.7002,0.0,0.026404
101,2,baseline,25.8197,26.1396,25.8197,0.0,0.026247
101,3,baseline,25.6791,25.7135,25.6791,0.0,0.025825
102,0,baseline,21.5716,26.4255,21.5716,0.0,0.026532
102,1,baseline,26.4306,25.989,25.989,0.0,0.026458
102,2,baseline,26.7428,26.0385,26.0385,0.0,0.027012
102,3,baseline,26.6935,25.608,25.608,0.0,0.026747
103,0,baseline,22.6168,26.3816,22.6168,0.0,0.026487
103,1,baseline,27.324,25.59,25.59,0.0,0.027353
103,2,baseline,26.7964,26.0865,26.0865,0.0,0.026849
103,3,baseline,27.2345,25.0972,25.0972,0.0,0.027275
104,0,baseline,22.5349,26.2495,22.5349,0.0,0.026353
104,1,baseline,26.4755,26.1245,26.1245,0.0,0.02667
104,2,baseline,26.4585,26.1236,26.1236,0.0,0.026486
104,3,baseline,26.5833,25.5844,25.5844,0.0,0.026611
105,0,baseline,21.3247,26.3658,21.3247,0.0,0.026488
105,1,baseline,24.8542,26.3128,24.8542,0.0,0.026545
105,2,baseline,25.2685,25.9656,25.2685,0.0,0.026098
105,3,baseline,25.3012,25.9771,25.3012,0.0,0.026096
106,0,baseline,21.7964,26.3174,21.7964,0.0,0.026423
106,1,baseline,25.1253,26.0557,25.1253,0.0,0.026163
106,2,baseline,25.6626,25.9596,25.6626,0.0,0.026068
106,3,baseline,25.7986,25.7617,25.7617,0.0,0.025897
107,0,baseline,21.4186,26.2717,21.4186,0.0,0.026378
107,1,baseline,25.2556,26.2692,25.2556,0.0,0.026377
107,2,baseline,26.0849,25.8149,25.8149,0.0,0.026111
107,3,baseline,25.8756,25.8638,25.8638,0.0,0.025977
108,0,baseline,21.5189,26.2538,21.5189,0.0,0.02648
108,1,baseline,25.5243,26.1788,25.5243,0.0,0.026395
108,2,baseline,26.622,25.8477,25.8477,0.0,0.026648
108,3,baseline,26.497,25.6872,25.6872,0.0,0.026529
