step,latency_ms,algbw_GBs,busbw_GBs,timestamp,vram_used_gb,chunk_mb
22,17.6976,5.1743,4.5275,1777503976.205,5.411,16
22,18.5705,5.0869,4.451,1777503976.276,5.47,16
22,75.9058,1.1424,0.9996,1777503976.399,5.705,16
22,17.9457,6.0102,5.259,1777503976.45,5.614,16
22,22.6464,3.8605,3.378,1777503976.52,5.586,16
22,54.2415,1.829,1.6004,1777503976.616,5.544,16
22,13.6029,7.6318,6.6779,1777503976.688,5.564,16
22,12.3516,8.0935,7.0818,1777503976.747,5.564,16
22,47.5126,2.0406,1.7855,1777503976.844,5.322,16
22,16.8358,5.6434,4.938,1777503976.931,5.444,16
22,33.071,2.5617,2.2415,1777503976.996,5.668,16
22,84.3876,1.2731,1.114,1777503977.141,5.636,16
22,20.7339,4.6449,4.0643,1777503977.228,5.635,16
22,20.4206,4.6263,4.048,1777503977.324,5.52,16
22,33.7531,2.5516,2.2326,1777503977.436,5.54,16
22,36.2133,2.6188,2.2914,1777503977.492,5.37,16
22,225.3625,4.643,4.0627,1777503977.71,5.492,16
23,82.4956,1.3085,1.145,1777503978.439,5.589,16
23,9.0325,10.4585,9.1512,1777503978.461,5.525,16
23,20.9824,4.514,3.9497,1777503978.524,5.48,16
23,18.7093,4.6078,4.0318,1777503978.584,5.485,16
23,41.8624,2.12,1.855,1777503978.636,5.375,16
23,10.8627,9.0438,7.9133,1777503978.714,5.539,16
23,14.8522,5.4463,4.7655,1777503978.753,5.488,16
23,26.2029,3.8888,3.4027,1777503978.857,5.606,16
23,74.8795,1.3638,1.1933,1777503978.944,5.504,16
23,20.074,4.3838,3.8358,1777503978.998,5.392,16
23,9.5454,10.1601,8.8901,1777503979.041,5.538,16
23,24.3753,4.2707,3.7369,1777503979.128,5.61,16
23,14.4671,6.4548,5.6479,1777503979.242,5.376,16
23,20.4865,4.4893,3.9282,1777503979.304,5.522,16
23,14.6517,6.3375,5.5453,1777503979.335,5.442,16
23,62.1557,1.5492,1.3555,1777503979.397,5.45,16
23,197.3593,5.0562,4.4242,1777503979.588,5.531,16
24,21.6052,4.2279,3.6994,1777503980.254,5.524,16
24,25.4904,3.7835,3.3105,1777503980.323,5.386,16
24,17.0214,5.3313,4.6649,1777503980.36,5.644,16
24,15.2132,5.6271,4.9237,1777503980.428,5.288,16
24,11.1008,7.2357,6.3312,1777503980.514,5.503,16
24,56.4199,1.6769,1.4673,1777503980.602,5.488,16
24,20.1408,5.1411,4.4985,1777503980.664,5.233,16
24,16.0034,6.0843,5.3237,1777503980.753,5.656,16
24,67.9041,1.2645,1.1064,1777503980.86,5.462,16
24,28.5354,3.1083,2.7197,1777503980.926,5.411,16
24,15.7065,5.8522,5.1207,1777503980.969,5.643,16
24,45.6769,2.37,2.0738,1777503981.093,5.466,16
24,16.5454,6.5737,5.752,1777503981.169,5.504,16
24,13.4207,8.019,7.0166,1777503981.221,5.491,16
24,43.5138,2.1917,1.9177,1777503981.348,5.537,16
24,50.3599,2.3507,2.0569,1777503981.427,5.585,16
24,202.1864,4.9025,4.2897,1777503981.623,5.597,16
25,21.0936,4.3449,3.8017,1777503982.431,5.451,16
25,15.0533,6.7255,5.8848,1777503982.484,5.503,16
25,15.61,6.1808,5.4082,1777503982.58,5.501,16
25,47.6522,2.0339,1.7797,1777503982.648,5.542,16
25,11.3856,7.0049,6.1293,1777503982.696,5.567,16
25,10.1082,8.6034,7.528,1777503982.752,5.356,16
25,56.8934,1.6511,1.4447,1777503982.864,5.508,16
25,24.6043,3.6231,3.1702,1777503982.968,5.583,16
25,14.4794,5.8183,5.091,1777503983.022,5.459,16
25,70.3309,1.2792,1.1193,1777503983.156,5.495,16
25,27.7607,3.4756,3.0411,1777503983.236,5.399,16
25,57.9131,1.7241,1.5086,1777503983.361,5.506,16
25,12.718,6.2977,5.5105,1777503983.416,5.304,16
25,20.0917,4.6928,4.1062,1777503983.51,5.478,16
25,10.3928,9.0062,7.8804,1777503983.562,5.497,16
25,120.6181,0.7966,0.697,1777503983.681,5.595,16
25,183.7617,5.2093,4.5582,1777503983.859,5.383,16
26,24.8981,3.4591,3.0267,1777503984.666,5.529,16
26,20.727,5.007,4.3811,1777503984.729,5.457,16
26,20.3819,3.7038,3.2408,1777503984.808,5.33,16
26,16.5746,5.3148,4.6504,1777503984.853,5.444,16
26,20.5894,4.4341,3.8799,1777503984.952,5.504,16
26,21.9643,4.1898,3.6661,1777503985.003,5.605,16
26,50.0374,1.7842,1.5612,1777503985.113,5.414,16
26,46.1967,2.1212,1.8561,1777503985.171,5.346,16
26,12.2896,7.9191,6.9292,1777503985.228,5.51,16
26,73.6602,1.2662,1.1079,1777503985.388,5.659,16
26,25.0188,3.5845,3.1365,1777503985.456,5.706,16
26,51.818,1.7886,1.565,1777503985.546,5.372,16
26,12.7164,7.4635,6.5305,1777503985.632,5.392,16
26,20.1915,4.3931,3.844,1777503985.712,5.54,16
26,51.4524,1.9158,1.6763,1777503985.84,5.438,16
26,45.5833,2.2341,1.9548,1777503985.888,5.616,16
26,210.3198,5.5697,4.8735,1777503986.092,5.553,16
27,12.026,8.704,7.616,1777503986.884,5.312,16
27,20.8712,4.407,3.8561,1777503986.964,5.413,16
27,44.4099,2.1455,1.8773,1777503987.078,5.443,16
27,29.1387,3.1959,2.7964,1777503987.152,5.688,16
