step,latency_ms,algbw_GBs,busbw_GBs,timestamp
7,12.4262,7.5953,6.6459,1777503949.402
7,43.3343,2.178,1.9057,1777503949.448
7,217.8784,4.8223,4.2195,1777503949.668
8,12.1975,7.7376,6.7704,1777503950.449
8,11.0263,8.5595,7.4896,1777503950.506
8,23.4555,4.0238,3.5208,1777503950.603
8,11.5311,8.1848,7.1617,1777503950.679
8,14.8152,6.3705,5.5742,1777503950.736
8,20.6866,4.5624,3.9921,1777503950.828
8,119.7383,0.7882,0.6897,1777503950.96
8,14.7309,6.407,5.6061,1777503951.001
8,56.0362,1.6843,1.4737,1777503951.124
8,29.0196,3.2523,2.8457,1777503951.22
8,13.4012,7.0426,6.1623,1777503951.279
8,53.1592,1.7754,1.5535,1777503951.377
8,24.5549,3.8436,3.3632,1777503951.464
8,15.749,5.9928,5.2437,1777503951.514
8,11.986,7.8742,6.8899,1777503951.618
8,14.0653,6.7101,5.8713,1777503951.637
8,196.299,5.3524,4.6834,1777503951.835
9,17.2901,5.4586,4.7763,1777503952.596
9,23.3907,4.0349,3.5306,1777503952.652
9,19.429,4.8577,4.2505,1777503952.705
9,47.9273,1.9692,1.7231,1777503952.828
9,17.3728,5.4326,4.7536,1777503952.862
9,11.044,8.5458,7.4776,1777503952.919
9,63.2474,1.4922,1.3057,1777503953.016
9,12.3275,7.6561,6.6991,1777503953.095
9,15.3505,6.1484,5.3798,1777503953.153
9,23.9478,3.9411,3.4484,1777503953.212
9,46.9879,2.0086,1.7575,1777503953.315
9,14.4888,6.514,5.6998,1777503953.366
9,27.2939,3.4579,3.0257,1777503953.432
9,69.1607,1.3646,1.1941,1777503953.509
9,16.96,5.5649,4.8693,1777503953.608
9,16.4144,5.7498,5.0311,1777503953.655
9,227.4467,4.6194,4.042,1777503953.884
10,21.8513,4.3192,3.7793,1777503954.875
10,25.9141,3.642,3.1868,1777503954.936
10,23.4022,4.033,3.5288,1777503955.0
10,31.6313,2.9838,2.6108,1777503955.108
10,16.4368,5.742,5.0243,1777503955.183
10,27.8808,3.3851,2.962,1777503955.232
10,19.507,4.8383,4.2335,1777503955.31
10,48.2143,1.9575,1.7128,1777503955.384
10,27.6594,3.4122,2.9857,1777503955.444
10,15.7514,5.9918,5.2429,1777503955.496
10,26.7551,3.5275,3.0866,1777503955.572
10,11.9912,7.8708,6.8869,1777503955.61
10,12.678,7.4444,6.5138,1777503955.691
10,18.1166,5.2096,4.5584,1777503955.732
10,16.0019,5.8981,5.1608,1777503955.76
10,30.1178,3.1337,2.742,1777503955.794
10,162.3696,6.4709,5.662,1777503955.968
11,18.2585,5.1691,4.523,1777503956.58
11,19.6256,4.809,4.2079,1777503956.636
11,18.3245,5.1505,4.5067,1777503956.684
11,23.0817,4.089,3.5778,1777503956.747
11,22.2467,4.2424,3.7121,1777503956.784
11,19.4708,4.8473,4.2413,1777503956.843
11,18.6959,5.0482,4.4171,1777503956.886
11,23.5864,4.0015,3.5013,1777503956.936
11,23.4196,4.03,3.5262,1777503957.0
11,18.8484,5.0073,4.3814,1777503957.052
11,24.3323,3.8788,3.3939,1777503957.108
11,14.3204,6.5906,5.7668,1777503957.146
11,21.9935,4.2913,3.7549,1777503957.192
11,15.6097,6.0462,5.2905,1777503957.236
11,12.0357,7.8416,6.8614,1777503957.308
11,32.3908,2.9138,2.5496,1777503957.343
11,171.4631,6.1277,5.3618,1777503957.516
12,29.1394,3.2389,2.834,1777503958.108
12,14.56,6.4821,5.6719,1777503958.142
12,13.205,7.1473,6.2539,1777503958.172
12,19.9347,4.7345,4.1427,1777503958.224
12,18.6342,5.0649,4.4318,1777503958.256
12,8.5757,11.0055,9.6299,1777503958.276
12,40.1651,2.3498,2.0561,1777503958.332
12,4.6288,20.3896,17.8409,1777503958.349
12,22.6907,4.1594,3.6395,1777503958.386
12,27.3242,3.4541,3.0223,1777503958.432
12,18.334,5.1478,4.5043,1777503958.478
12,21.3683,4.4168,3.8647,1777503958.513
12,17.3428,5.442,4.7618,1777503958.556
12,3.7832,24.9471,21.8288,1777503958.574
12,17.6005,5.3623,4.6921,1777503958.606
12,14.6434,6.4452,5.6396,1777503958.623
12,143.1325,7.3406,6.423,1777503958.768
13,9.9633,9.4727,8.2886,1777503959.353
13,31.6192,2.9849,2.6118,1777503959.404
13,39.5744,2.3849,2.0868,1777503959.452
13,30.0067,3.1453,2.7521,1777503959.506
13,22.7331,4.1517,3.6327,1777503959.539
13,20.0922,4.6973,4.1102,1777503959.571
13,21.1267,4.4673,3.9089,1777503959.613
13,20.2509,4.6605,4.078,1777503959.652
13,24.192,3.9013,3.4136,1777503959.691
13,19.8871,4.7458,4.1526,1777503959.724
13,18.5332,5.0925,4.4559,1777503959.758
13,5.6763,16.627,14.5486,1777503959.774
13,10.182,9.2693,8.1106,1777503959.82
13,15.2891,6.173,5.4014,1777503959.855
13,24.6418,3.8301,3.3513,1777503959.896
13,13.4209,7.0323,6.1533,1777503959.911
13,146.3817,7.1777,6.2804,1777503960.06
14,30.5341,3.091,2.7046,1777503960.655
14,11.4577,8.2372,7.2076,1777503960.68
14,28.9519,3.2599,2.8524,1777503960.726
14,23.6823,3.9853,3.4871,1777503960.764
14,17.6514,5.3469,4.6785,1777503960.796
14,14.9217,6.325,5.5344,1777503960.826
14,15.5486,6.07,5.3112,1777503960.856
14,20.1222,4.6903,4.104,1777503960.889
14,4.5908,20.5586,17.9888,1777503960.906
14,16.1655,5.8384,5.1086,1777503960.936
14,19.455,4.8512,4.2448,1777503960.971
14,19.6334,4.8071,4.2062,1777503961.008
14,19.661,4.8004,4.2003,1777503961.04
14,4.4303,21.3033,18.6404,1777503961.059
14,9.3181,10.1287,8.8626,1777503961.082
14,24.2542,3.8913,3.4049,1777503961.109
14,189.1508,5.5547,4.8604,1777503961.3
15,23.964,3.9384,3.4461,1777503961.876
15,7.8048,12.0926,10.581,1777503961.897
15,17.9362,5.262,4.6042,1777503961.929
15,3.7493,25.1728,22.0262,1777503961.945
15,14.6283,6.4519,5.6454,1777503961.972
15,23.8392,3.959,3.4642,1777503962.008
15,17.6137,5.3583,4.6885,1777503962.04
15,19.7967,4.7675,4.1715,1777503962.094
15,26.0646,3.621,3.1684,1777503962.14
15,15.7846,5.9792,5.2318,1777503962.18
15,19.4676,4.8481,4.2421,1777503962.216
15,15.1856,6.2151,5.4382,1777503962.247
15,11.6816,8.0794,7.0695,1777503962.276
15,28.5534,3.3054,2.8922,1777503962.325
15,24.8536,3.7974,3.3228,1777503962.364
15,13.0916,7.2092,6.3081,1777503962.379
15,158.1572,6.6432,5.8128,1777503962.539
16,6.3703,14.8155,12.9636,1777503963.022
16,14.5151,6.5022,5.6894,1777503963.054
16,4.6751,20.1878,17.6643,1777503963.097
16,14.6195,6.4558,5.6488,1777503963.13
16,15.7801,5.9809,5.2333,1777503963.158
16,15.7946,5.9755,5.2285,1777503963.195
16,19.6804,4.7956,4.1962,1777503963.228
16,11.4316,8.2561,7.2241,1777503963.271
16,22.2246,4.2466,3.7158,1777503963.323
16,15.5722,6.0608,5.3032,1777503963.352
16,19.9869,4.7221,4.1318,1777503963.384
16,21.6727,4.3548,3.8104,1777503963.422
16,19.8918,4.7447,4.1516,1777503963.468
16,21.1722,4.4577,3.9005,1777503963.502
16,21.575,4.3745,3.8277,1777503963.532
16,11.113,8.4928,7.4312,1777503963.545
16,159.5839,6.5839,5.7609,1777503963.706
17,15.5862,6.0554,5.2984,1777503964.22
17,17.742,5.3196,4.6546,1777503964.254
17,13.6146,6.9323,6.0657,1777503964.284
17,29.24,3.2278,2.8243,1777503964.336
17,13.5284,6.9764,6.1044,1777503964.363
17,12.0177,7.8534,6.8717,1777503964.381
17,20.8529,4.526,3.9602,1777503964.414
17,17.1499,5.5032,4.8153,1777503964.446
17,20.7066,4.558,3.9882,1777503964.481
17,27.1439,3.477,3.0424,1777503964.527
17,19.5744,4.8216,4.2189,1777503964.561
17,25.2874,3.7323,3.2658,1777503964.608
17,15.6313,6.0379,5.2832,1777503964.645
17,28.8665,3.2695,2.8608,1777503964.71
17,24.0215,3.929,3.4379,1777503964.748
17,26.5658,3.5527,3.1086,1777503964.777
17,149.6855,7.0192,6.1418,1777503964.928
18,33.6084,2.8082,2.4572,1777503965.5
18,22.3257,4.2274,3.699,1777503965.543
18,20.2689,4.6564,4.0743,1777503965.585
18,17.7875,5.306,4.6427,1777503965.617
18,19.8291,4.7597,4.1647,1777503965.656
18,13.6095,6.9349,6.068,1777503965.683
18,16.0643,5.8752,5.1408,1777503965.715
18,22.2605,4.2398,3.7098,1777503965.754
18,16.2269,5.8163,5.0892,1777503965.781
18,8.2451,11.4468,10.0159,1777503965.804
18,18.2337,5.1761,4.5291,1777503965.836
18,13.6428,6.9179,6.0532,1777503965.864
18,3.9878,23.6671,20.7088,1777503965.885
18,16.5245,5.7115,4.9976,1777503965.92
18,19.9387,4.7335,4.1418,1777503965.956
18,13.821,6.8287,5.9752,1777503965.972
18,150.1096,6.9994,6.1245,1777503966.124
19,13.0056,7.2569,6.3498,1777503966.725
19,4.2367,22.2769,19.4923,1777503966.743
19,14.8642,6.3495,5.5558,1777503966.783
19,21.2783,4.4355,3.8811,1777503966.83
19,25.5874,3.6885,3.2275,1777503966.87
19,21.7621,4.3369,3.7948,1777503966.904
19,19.1606,4.9257,4.31,1777503966.935
19,16.5998,5.6856,4.9749,1777503966.968
19,18.7804,5.0255,4.3973,1777503966.996
19,30.2081,3.1243,2.7338,1777503967.038
19,19.3686,4.8728,4.2637,1777503967.07
19,6.9183,13.6421,11.9368,1777503967.088
19,23.1503,4.0768,3.5672,1777503967.128
19,18.9822,4.972,4.3505,1777503967.16
19,36.4041,2.5926,2.2685,1777503967.22
19,22.7282,4.1526,3.6335,1777503967.245
19,153.519,6.844,5.9885,1777503967.4
20,31.1194,3.0328,2.6537,1777503967.998
20,21.0164,4.4908,3.9294,1777503968.041
20,20.0652,4.7037,4.1157,1777503968.1
20,15.5063,6.0866,5.3257,1777503968.148
20,29.6177,3.1866,2.7883,1777503968.204
20,4.3298,21.798,19.0732,1777503968.225
20,21.5747,4.3746,3.8278,1777503968.26
20,38.2684,2.4663,2.158,1777503968.308
20,22.2192,4.2477,3.7167,1777503968.343
20,20.0345,4.7109,4.122,1777503968.396
20,5.8391,16.1634,14.143,1777503968.416
20,11.6936,8.0711,7.0622,1777503968.45
20,15.5761,6.0593,5.3019,1777503968.482
20,12.7962,7.3756,6.4537,1777503968.525
20,20.5399,4.595,4.0206,1777503968.56
20,10.3,9.1631,8.0177,1777503968.572
20,190.0093,5.5296,4.8384,1777503968.764
21,19.1209,4.936,4.319,1777503974.139
21,39.5273,2.3877,2.0893,1777503974.236
21,6.9856,13.5106,11.8218,1777503974.319
21,11.9756,7.881,6.8959,1777503974.36
21,9.8864,9.5465,8.3532,1777503974.404
21,27.215,3.4679,3.0344,1777503974.492
21,11.9473,7.8997,6.9122,1777503974.581
21,14.9861,6.2978,5.5106,1777503974.642
21,16.9747,5.56,4.865,1777503974.699
21,22.661,4.1649,3.6443,1777503974.767
21,31.1597,3.0289,2.6503,1777503974.88
21,21.3161,4.4276,3.8742,1777503974.932
21,16.5617,5.6987,4.9863,1777503974.998
21,33.8052,2.7919,2.4429,1777503975.096
21,19.1961,4.9166,4.302,1777503975.155
21,13.3158,7.0878,6.2018,1777503975.2
21,199.509,5.2663,4.608,1777503975.401
22,16.9897,5.5551,4.8607,1777503976.205
22,17.8277,5.294,4.6323,1777503976.276
22,72.8696,1.2952,1.1333,1777503976.399
22,17.2279,5.4783,4.7935,1777503976.45
22,21.7405,4.3412,3.7986,1777503976.52
22,52.0718,1.8125,1.5859,1777503976.616
22,13.0588,7.2273,6.3239,1777503976.688
22,11.8575,7.9595,6.9646,1777503976.747
22,45.6121,2.0692,1.8105,1777503976.844
22,16.1624,5.8395,5.1095,1777503976.931
22,31.7482,2.9728,2.6012,1777503976.996
22,81.0121,1.165,1.0194,1777503977.141
22,19.9045,4.7416,4.1489,1777503977.228
22,19.6038,4.8144,4.2126,1777503977.324
22,32.403,2.9127,2.5486,1777503977.436
22,34.7648,2.7148,2.3755,1777503977.492
22,216.348,4.8564,4.2494,1777503977.71
23,79.1958,1.1917,1.0428,1777503978.439
23,8.6712,10.8843,9.5238,1777503978.461
23,20.1431,4.6855,4.0998,1777503978.524
23,17.9609,5.2548,4.5979,1777503978.584
23,40.1879,2.3485,2.0549,1777503978.636
23,10.4282,9.0505,7.9192,1777503978.714
23,14.2581,6.6194,5.792,1777503978.753
23,25.1548,3.752,3.283,1777503978.857
23,71.8843,1.3129,1.1488,1777503978.944
23,19.271,4.8975,4.2853,1777503978.998
23,9.1636,10.2995,9.0121,1777503979.041
23,23.4003,4.0333,3.5291,1777503979.128
23,13.8884,6.7956,5.9461,1777503979.242
23,19.667,4.7989,4.199,1777503979.304
23,14.0656,6.71,5.8712,1777503979.335
23,59.6695,1.5817,1.384,1777503979.397
23,189.4649,5.5455,4.8523,1777503979.588
24,20.741,4.5504,3.9816,1777503980.254
24,24.4708,3.8568,3.3747,1777503980.323
24,16.3405,5.7758,5.0539,1777503980.36
24,14.6047,6.4623,5.6545,1777503980.428
24,10.6568,8.8563,7.7493,1777503980.514
24,54.1631,1.7425,1.5247,1777503980.602
24,19.3352,4.8812,4.2711,1777503980.664
24,15.3633,6.1432,5.3753,1777503980.753
24,65.1879,1.4478,1.2668,1777503980.86
24,27.394,3.4453,3.0146,1777503980.926
24,15.0782,6.2594,5.4769,1777503980.969
24,43.8498,2.1524,1.8833,1777503981.093
24,15.8836,5.942,5.1992,1777503981.169
24,12.8839,7.3254,6.4097,1777503981.221
24,41.7732,2.2593,1.9769,1777503981.348
24,48.3455,1.9522,1.7082,1777503981.427
24,194.0989,5.4131,4.7365,1777503981.623
25,20.2499,4.6608,4.0782,1777503982.431
25,14.4512,6.531,5.7146,1777503982.484
25,14.9856,6.298,5.5108,1777503982.58
25,45.7461,2.0631,1.8052,1777503982.648
25,10.9302,8.6348,7.5554,1777503982.696
25,9.7039,9.726,8.5103,1777503982.752
25,54.6177,1.728,1.512,1777503982.864
25,23.6201,3.9957,3.4963,1777503982.968
25,13.9002,6.7898,5.9411,1777503983.022
25,67.5177,1.3979,1.2231,1777503983.156
25,26.6503,3.5414,3.0987,1777503983.236
25,55.5966,1.6976,1.4854,1777503983.361
25,12.2093,7.7301,6.7639,1777503983.416
25,19.288,4.8932,4.2815,1777503983.51
25,9.9771,9.4597,8.2772,1777503983.562
25,115.7934,0.8151,0.7132,1777503983.681
25,176.4112,5.9558,5.2114,1777503983.859
26,23.9022,3.9486,3.455,1777503984.666
26,19.8979,4.7432,4.1503,1777503984.729
26,19.5666,4.8235,4.2206,1777503984.808
26,15.9116,5.9315,5.1901,1777503984.853
26,19.7658,4.7749,4.178,1777503984.952
26,21.0857,4.476,3.9165,1777503985.003
26,48.0359,1.9648,1.7192,1777503985.113
26,44.3488,2.1281,1.8621,1777503985.171
26,11.798,7.9997,6.9997,1777503985.228
26,70.7138,1.3347,1.1678,1777503985.388
26,24.018,3.9295,3.4384,1777503985.456
26,49.7453,1.8973,1.6601,1777503985.546
26,12.2077,7.7312,6.7648,1777503985.632
26,19.3838,4.869,4.2604,1777503985.712
26,49.3943,1.9107,1.6719,1777503985.84
26,43.76,2.1568,1.8872,1777503985.888
26,201.907,5.2038,4.5533,1777503986.092
27,11.545,8.175,7.1531,1777503986.884
27,20.0364,4.7104,4.1216,1777503986.964
27,42.6335,2.2138,1.937,1777503987.078
27,27.9732,3.3739,2.9522,1777503987.152
27,20.9291,4.5095,3.9458,1777503987.212
27,12.6513,7.4601,6.5276,1777503987.299
27,8.0026,11.7936,10.3194,1777503987.33
27,24.733,3.816,3.339,1777503987.42
27,8.0477,11.7275,10.2616,1777503987.484
27,19.103,4.9406,4.323,1777503987.558
27,44.8525,2.1042,1.8412,1777503987.629
27,14.0787,6.7037,5.8658,1777503987.696
27,22.0639,4.2776,3.7429,1777503987.758
27,72.8604,1.2954,1.1334,1777503987.885
27,17.3462,5.441,4.7608,1777503987.953
27,9.9641,9.472,8.288,1777503988.001
27,201.9629,5.2023,4.552,1777503988.205
28,25.6598,3.6781,3.2184,1777503989.046
28,27.4317,3.4405,3.0105,1777503989.116
28,52.5487,1.796,1.5715,1777503989.205
28,12.8853,7.3246,6.4091,1777503989.264
28,34.0768,2.7696,2.4234,1777503989.336
28,15.1844,6.2156,5.4386,1777503989.383
28,57.6315,1.6376,1.4329,1777503989.503
28,12.3471,7.6439,6.6884,1777503989.544
28,15.0253,6.2814,5.4962,1777503989.599
28,15.3624,6.1436,5.3756,1777503989.679
28,17.0884,5.523,4.8327,1777503989.776
28,28.0093,3.3696,2.9484,1777503989.832
28,24.4945,3.8531,3.3715,1777503989.899
28,8.9063,10.597,9.2724,1777503990.011
28,15.1033,6.249,5.4678,1777503990.056
28,18.7195,5.0418,4.4116,1777503990.092
28,220.6105,4.7626,4.1673,1777503990.315
29,10.6124,8.8933,7.7817,1777503991.068
29,20.9659,4.5016,3.9389,1777503991.117
29,18.2412,5.174,4.5272,1777503991.181
29,10.7256,8.7995,7.6996,1777503991.295
29,15.7039,6.01,5.2587,1777503991.382
29,11.8828,7.9426,6.9498,1777503991.428
29,12.9904,7.2654,6.3572,1777503991.488
29,19.8971,4.7434,4.1505,1777503991.57
29,23.1334,4.0798,3.5698,1777503991.65
29,27.1507,3.4762,3.0416,1777503991.723
29,19.0795,4.9467,4.3283,1777503991.826
29,16.3978,5.7557,5.0362,1777503991.912
29,19.7001,4.7908,4.192,1777503991.964
29,68.0996,1.3859,1.2127,1777503992.073
29,20.1188,4.6911,4.1048,1777503992.16
29,21.8187,4.3256,3.7849,1777503992.2
29,198.0612,5.3048,4.6417,1777503992.4
30,10.2676,9.192,8.043,1777503993.17
30,31.0038,3.0441,2.6636,1777503993.242
30,14.7999,6.3771,5.5799,1777503993.291
30,37.5987,2.5102,2.1964,1777503993.41
30,29.4961,3.1997,2.7998,1777503993.475
30,15.7591,5.9889,5.2403,1777503993.528
30,18.9333,4.9849,4.3618,1777503993.584
30,12.4682,7.5696,6.6234,1777503993.679
30,23.7337,3.9766,3.4795,1777503993.744
30,16.3326,5.7786,5.0563,1777503993.804
30,12.2941,7.6768,6.7172,1777503993.844
30,18.9796,4.9727,4.3511,1777503993.911
30,23.9462,3.9413,3.4487,1777503993.984
30,23.8852,3.9514,3.4575,1777503994.018
30,20.6811,4.5636,3.9931,1777503994.08
30,46.6627,2.0226,1.7698,1777503994.128
30,150.2499,6.9929,6.1188,1777503994.281
31,25.3051,3.7297,3.2635,1777503994.844
31,16.0526,5.8794,5.1445,1777503994.876
31,23.6429,3.9919,3.4929,1777503994.933
31,19.3267,4.8834,4.273,1777503994.979
31,25.4887,3.7028,3.24,1777503995.028
31,21.2122,4.4493,3.8932,1777503995.092
31,21.1938,4.4532,3.8965,1777503995.14
31,28.3736,3.3263,2.9105,1777503995.196
31,39.5566,2.3859,2.0877,1777503995.252
31,18.4954,5.1029,4.465,1777503995.307
31,21.6236,4.3647,3.8191,1777503995.342
31,27.15,3.4762,3.0417,1777503995.392
31,22.0917,4.2722,3.7382,1777503995.446
31,36.3309,2.5978,2.2731,1777503995.507
31,35.2015,2.6811,2.346,1777503995.56
31,20.2101,4.6699,4.0862,1777503995.582
31,162.3037,6.4735,5.6643,1777503995.747
32,23.7841,3.9682,3.4722,1777503996.324
32,19.8507,4.7545,4.1602,1777503996.376
32,31.8153,2.9665,2.5957,1777503996.424
32,16.9867,5.5561,4.8616,1777503996.454
32,22.2159,4.2483,3.7173,1777503996.493
32,36.7348,2.5692,2.2481,1777503996.544
32,27.6701,3.4109,2.9845,1777503996.584
32,22.8704,4.1267,3.6109,1777503996.622
32,18.7423,5.0357,4.4062,1777503996.651
32,19.5895,4.8179,4.2157,1777503996.682
32,29.3036,3.2208,2.8182,1777503996.724
32,10.9149,8.6469,7.566,1777503996.748
32,22.0028,4.2894,3.7533,1777503996.787
32,15.0129,6.2866,5.5008,1777503996.819
32,18.326,5.1501,4.5063,1777503996.878
32,19.6552,4.8018,4.2016,1777503996.9
32,136.7309,7.6843,6.7237,1777503997.039
33,24.6303,3.8319,3.3529,1777503997.593
33,17.4404,5.4116,4.7351,1777503997.628
33,23.4074,4.0321,3.528,1777503997.672
33,18.8544,5.0057,4.38,1777503997.707
33,17.6024,5.3618,4.6916,1777503997.734
33,13.9956,6.7436,5.9006,1777503997.765
33,17.5271,5.3848,4.7117,1777503997.8
33,12.3754,7.6264,6.6731,1777503997.832
33,7.2016,13.1054,11.4672,1777503997.852
33,17.4983,5.3937,4.7195,1777503997.882
33,9.1446,10.3208,9.0307,1777503997.905
33,16.6403,5.6718,4.9628,1777503997.941
33,38.5574,2.4478,2.1418,1777503998.0
33,13.0461,7.2344,6.3301,1777503998.022
33,28.8446,3.272,2.863,1777503998.064
33,16.0054,5.8968,5.1597,1777503998.082
33,115.69,9.0818,7.9466,1777503998.2
34,16.1588,5.8408,5.1107,1777503998.828
34,8.3296,11.3307,9.9143,1777503998.849
34,19.8924,4.7445,4.1515,1777503998.892
34,15.4346,6.1148,5.3505,1777503998.936
34,28.5577,3.3049,2.8918,1777503998.977
34,17.3513,5.4394,4.7594,1777503999.008
34,13.7372,6.8704,6.0116,1777503999.028
34,12.1527,7.7662,6.7954,1777503999.047
34,11.9624,7.8897,6.9035,1777503999.072
