timestamp,step,allreduce_latency_ms,allreduce_bw_gbs,io_flood_active,rank_is_flooder,nic_util_pct
0.3182,0,88.0977,5.6755,0,0,0.0
0.3426,1,23.3082,21.4517,0,0,0.0
0.3664,2,23.4345,21.3361,0,0,0.0
0.39,3,23.2533,21.5023,0,0,0.0
0.4137,4,23.2107,21.5418,0,0,0.0
0.4377,5,23.5153,21.2627,0,0,0.0
0.4619,6,23.8151,20.995,0,0,0.0
0.4859,7,23.7906,21.0167,0,0,0.0
0.5096,8,23.3728,21.3924,0,0,0.0
0.5337,9,23.7177,21.0813,0,0,0.0
0.5572,10,23.1919,21.5593,0,0,0.0
0.5813,11,23.6355,21.1547,0,0,0.0
0.6056,12,23.9535,20.8738,0,0,0.0
0.6297,13,23.7448,21.0573,0,0,0.0
0.6533,14,23.1569,21.5919,0,0,0.0
0.6775,15,23.7513,21.0515,0,0,0.0
0.7018,16,23.9526,20.8746,0,0,0.0
0.7257,17,23.4435,21.3279,0,0,0.0
0.7503,18,23.9293,20.8949,0,0,0.0
0.774,19,23.5126,21.2652,0,0,0.0
0.7982,20,23.7681,21.0366,0,0,0.0
0.8222,21,23.7366,21.0645,0,0,0.0
0.8464,22,23.9227,20.9006,0,0,0.0
0.8705,23,23.8166,20.9938,0,0,0.0
0.8946,24,23.5978,21.1884,0,0,0.0
0.9182,25,23.2255,21.528,0,0,0.0
0.9426,26,23.8518,20.9628,0,0,0.0
0.9666,27,23.7459,21.0563,0,0,0.0
0.9908,28,23.7969,21.0112,0,0,0.0
1.015,29,23.8482,20.9659,0,0,0.0
1.0386,30,23.2728,21.4843,0,0,0.0
1.0626,31,23.5872,21.198,0,0,0.0
1.087,32,23.9043,20.9167,0,0,0.0
1.1115,33,24.2053,20.6566,0,0,0.0
1.1354,34,23.5512,21.2303,0,0,0.0
1.159,35,23.2737,21.4835,0,0,0.0
1.1831,36,23.6583,21.1342,0,0,0.0
1.2069,37,23.455,21.3174,0,0,0.0
1.2304,38,23.2155,21.5374,0,0,0.0
1.2545,39,23.5639,21.2189,0,0,0.0
