step,rank,mode,allreduce_ms,dma_ms,overlap_ms,stall_ms,wall_s
83,1,baseline,25.8484,26.2326,25.8484,0.0,0.026334
83,2,baseline,25.8472,26.0917,25.8472,0.0,0.026196
83,3,baseline,26.0801,25.7639,25.7639,0.0,0.026105
84,0,baseline,21.4719,26.2774,21.4719,0.0,0.026387
84,1,baseline,27.0219,25.7278,25.7278,0.0,0.027047
84,2,baseline,27.4034,25.4056,25.4056,0.0,0.027428
84,3,baseline,27.5332,25.1482,25.1482,0.0,0.027559
85,0,baseline,20.0946,26.6627,20.0946,0.0,0.026773
85,1,baseline,25.0958,26.4441,25.0958,0.0,0.026546
85,2,baseline,24.5684,26.662,24.5684,0.0,0.026772
85,3,baseline,24.9324,26.2073,24.9324,0.0,0.026313
86,0,baseline,21.0982,26.3244,21.0982,0.0,0.026433
86,1,baseline,26.4511,25.8403,25.8403,0.0,0.026476
86,2,baseline,26.3834,26.2769,26.2769,0.0,0.026411
86,3,baseline,26.8859,25.5779,25.5779,0.0,0.026916
87,0,baseline,20.7716,26.4538,20.7716,0.0,0.026564
87,1,baseline,25.9286,26.4215,25.9286,0.0,0.026519
87,2,baseline,24.9726,26.2118,24.9726,0.0,0.02634
87,3,baseline,25.4415,25.8789,25.4415,0.0,0.025994
88,0,baseline,21.0641,26.1996,21.0641,0.0,0.026298
88,1,baseline,26.4411,26.3729,26.3729,0.0,0.026471
88,2,baseline,26.3387,26.0607,26.0607,0.0,0.026381
88,3,baseline,26.5411,25.6856,25.6856,0.0,0.026584
89,0,baseline,21.2223,26.4068,21.2223,0.0,0.02652
89,1,baseline,26.3857,25.8759,25.8759,0.0,0.02641
89,2,baseline,26.3616,26.0937,26.0937,0.0,0.026388
89,3,baseline,26.8194,25.4779,25.4779,0.0,0.026847
90,0,baseline,21.8322,26.3842,21.8322,0.0,0.026562
90,1,baseline,26.8773,26.0413,26.0413,0.0,0.026906
90,2,baseline,26.6906,25.9571,25.9571,0.0,0.026724
90,3,baseline,26.2006,25.7151,25.7151,0.0,0.026236
91,0,baseline,21.1893,26.3037,21.1893,0.0,0.026416
91,1,baseline,26.3454,26.0296,26.0296,0.0,0.026373
91,2,baseline,26.6929,25.9655,25.9655,0.0,0.026722
91,3,baseline,26.6196,25.4503,25.4503,0.0,0.026654
92,0,baseline,21.5366,26.2986,21.5366,0.0,0.026405
92,1,baseline,26.5836,26.2994,26.2994,0.0,0.026614
92,2,baseline,26.5258,25.9127,25.9127,0.0,0.026554
92,3,baseline,26.3596,25.8597,25.8597,0.0,0.02639
93,0,baseline,21.437,26.4136,21.437,0.0,0.026524
93,1,baseline,26.2914,26.0706,26.0706,0.0,0.026316
93,2,baseline,26.2661,25.9635,25.9635,0.0,0.026295
93,3,baseline,26.5231,25.5333,25.5333,0.0,0.026551
94,0,baseline,21.0868,26.3485,21.0868,0.0,0.026461
94,1,baseline,26.0701,25.9808,25.9808,0.0,0.026142
94,2,baseline,26.0608,26.0096,26.0096,0.0,0.02612
94,3,baseline,26.4008,25.7354,25.7354,0.0,0.026435
95,0,baseline,21.2592,26.3389,21.2592,0.0,0.026464
95,1,baseline,26.1908,26.121,26.121,0.0,0.026377
95,2,baseline,26.0146,25.7778,25.7778,0.0,0.026041
95,3,baseline,26.0156,25.8556,25.8556,0.0,0.026044
96,0,baseline,21.5353,26.1519,21.5353,0.0,0.026261
96,1,baseline,26.8388,25.8778,25.8778,0.0,0.026869
96,2,baseline,27.2541,25.5817,25.5817,0.0,0.027284
96,3,baseline,26.4994,25.6065,25.6065,0.0,0.026533
97,0,baseline,22.2373,26.402,22.2373,0.0,0.026518
97,1,baseline,26.4649,26.476,26.4649,0.0,0.026663
97,2,baseline,26.4576,25.8002,25.8002,0.0,0.026485
97,3,baseline,27.4948,25.3443,25.3443,0.0,0.027523
98,0,baseline,21.4813,26.3358,21.4813,0.0,0.026447
98,1,baseline,25.9941,26.179,25.9941,0.0,0.026477
98,2,baseline,26.2132,25.9774,25.9774,0.0,0.02624
98,3,baseline,25.5835,25.6587,25.5835,0.0,0.025783
99,0,baseline,21.5663,26.3369,21.5663,0.0,0.026446
99,1,baseline,26.1883,26.308,26.1883,0.0,0.026422
99,2,baseline,26.4296,26.1124,26.1124,0.0,0.026458
99,3,baseline,26.3703,25.618,25.618,0.0,0.026402
100,0,baseline,21.0713,26.3901,21.0713,0.0,0.026517
100,1,baseline,25.3317,26.3099,25.3317,0.0,0.026424
100,2,baseline,25.5428,25.8686,25.5428,0.0,0.025987
100,3,baseline,25.9934,25.7643,25.7643,0.0,0.026023
101,0,baseline,21.0976,26.4792,21.0976,0.0,0.026592
101,1,baseline,26.3043,26.2954,26.2954,0.0,0.026411
101,2,baseline,27.2059,25.7504,25.7504,0.0,0.027233
101,3,baseline,27.5669,25.5172,25.5172,0.0,0.027594
102,0,baseline,20.5731,26.4809,20.5731,0.0,0.026592
102,1,baseline,25.2866,26.2418,25.2866,0.0,0.026359
102,2,baseline,25.5734,26.0661,25.5734,0.0,0.026176
102,3,baseline,25.0455,25.8089,25.0455,0.0,0.025923
103,0,baseline,21.4811,26.3791,21.4811,0.0,0.026485
103,1,baseline,26.2802,26.236,26.236,0.0,0.026348
103,2,baseline,26.5026,26.3678,26.3678,0.0,0.026528
103,3,baseline,26.6261,25.8562,25.8562,0.0,0.026656
104,0,baseline,22.0919,26.165,22.0919,0.0,0.026268
104,1,baseline,26.9965,25.9327,25.9327,0.0,0.027024
104,2,baseline,26.6696,25.4584,25.4584,0.0,0.026697
104,3,baseline,26.8535,25.4628,25.4628,0.0,0.026882
105,0,baseline,21.2336,26.2932,21.2336,0.0,0.026404
105,1,baseline,25.0871,26.1753,25.0871,0.0,0.026286
105,2,baseline,25.6955,26.1899,25.6955,0.0,0.026296
105,3,baseline,25.3637,25.757,25.3637,0.0,0.025879
106,0,baseline,21.2489,26.429,21.2489,0.0,0.026551
106,1,baseline,25.5927,26.1969,25.5927,0.0,0.026296
106,2,baseline,25.7068,26.1018,25.7068,0.0,0.026211
106,3,baseline,25.9724,25.8985,25.8985,0.0,0.026045
107,0,baseline,21.5045,26.3715,21.5045,0.0,0.026478
107,1,baseline,26.2544,26.1754,26.1754,0.0,0.026278
107,2,baseline,26.3613,26.294,26.294,0.0,0.026402
107,3,baseline,26.8555,25.3908,25.3908,0.0,0.026883
108,0,baseline,20.9743,26.3112,20.9743,0.0,0.02653
108,1,baseline,25.9417,26.3191,25.9417,0.0,0.026489
108,2,baseline,26.3218,26.2363,26.2363,0.0,0.026446
108,3,baseline,26.0764,26.0499,26.0499,0.0,0.026359
