timestamp,step,allreduce_latency_ms,allreduce_bw_gbs,io_flood_active,rank_is_flooder,nic_util_pct
0.2766,0,88.5116,5.649,0,0,0.0
0.3009,1,23.4441,21.3273,0,0,0.0
0.3247,2,23.1424,21.6054,0,0,0.0
0.3486,3,23.4368,21.334,0,0,0.0
0.3728,4,23.7212,21.0782,0,0,0.0
0.3965,5,23.334,21.428,0,0,0.0
0.4202,6,23.3547,21.4089,0,0,0.0
0.4439,7,23.3242,21.437,0,0,0.0
0.4685,8,23.5018,21.275,0,0,0.0
0.4932,9,24.1014,20.7457,0,0,0.0
0.5166,10,23.1676,21.5818,0,0,0.0
0.5405,11,23.5704,21.213,0,0,0.0
0.5643,12,23.5026,21.2742,0,0,0.0
0.5883,13,23.5428,21.2379,0,0,0.0
0.6127,14,23.878,20.9398,0,0,0.0
0.6361,15,23.2591,21.4969,0,0,0.0
0.6604,16,23.8173,20.9932,0,0,0.0
0.6846,17,23.7794,21.0266,0,0,0.0
0.7081,18,23.052,21.6901,0,0,0.0
0.7328,19,24.1224,20.7276,0,0,0.0
0.7566,20,23.5179,21.2604,0,0,0.0
0.7803,21,23.3392,21.4232,0,0,0.0
0.8041,22,23.3421,21.4206,0,0,0.0
0.8285,23,23.9406,20.885,0,0,0.0
0.8524,24,23.6708,21.1231,0,0,0.0
0.8765,25,23.7751,21.0304,0,0,0.0
0.9002,26,23.3559,21.4078,0,0,0.0
0.9237,27,23.1938,21.5575,0,0,0.0
0.9477,28,23.6098,21.1777,0,0,0.0
0.9716,29,23.4573,21.3153,0,0,0.0
0.9953,30,23.2974,21.4616,0,0,0.0
1.0196,31,23.4417,21.3295,0,0,0.0
1.0432,32,23.0838,21.6602,0,0,0.0
1.067,33,23.3315,21.4303,0,0,0.0
1.0913,34,23.8482,20.966,0,0,0.0
1.1151,35,23.5995,21.1869,0,0,0.0
1.139,36,23.6397,21.1508,0,0,0.0
1.1634,37,24.009,20.8255,0,0,0.0
1.187,38,23.3503,21.413,0,0,0.0
1.2113,39,23.6701,21.1237,0,0,0.0
1.2356,40,23.9335,20.8912,0,0,0.0
1.2598,41,23.7237,21.076,0,0,0.0
1.2841,42,23.8819,20.9363,0,0,0.0
1.3081,43,23.5397,21.2407,0,0,0.0
1.3316,44,23.2784,21.4791,0,0,0.0
1.3558,45,23.6617,21.1312,0,0,0.0
1.3796,46,23.391,21.3757,0,0,0.0
1.4038,47,23.6136,21.1743,0,0,0.0
1.4276,48,23.4662,21.3072,0,0,0.0
1.4515,49,23.5077,21.2696,0,0,0.0
1.4753,50,23.6455,21.1457,0,0,0.0
1.4999,51,24.002,20.8316,0,0,0.0
1.5237,52,23.4753,21.299,0,0,0.0
1.5475,53,23.3652,21.3993,0,0,0.0
1.5718,54,23.8379,20.975,0,0,0.0
1.5956,55,23.5383,21.242,0,0,0.0
1.619,56,23.0293,21.7115,0,0,0.0
1.6432,57,23.6225,21.1662,0,0,0.0
1.6672,58,23.7493,21.0533,0,0,0.0
1.6908,59,23.4597,21.3132,0,0,0.0
1.7147,60,23.3507,21.4126,0,0,0.0
1.7386,61,23.5222,21.2565,0,0,0.0
1.7627,62,23.578,21.2062,0,0,0.0
1.7867,63,23.7485,21.054,0,0,0.0
1.8106,64,23.579,21.2053,0,0,0.0
1.8349,65,23.8208,20.9901,0,0,0.0
1.8586,66,23.3062,21.4536,0,0,0.0
1.8822,67,23.2021,21.5498,0,0,0.0
1.9068,68,24.1295,20.7216,0,0,0.0
1.9301,69,23.1574,21.5914,0,0,0.0
1.9542,70,23.5546,21.2273,0,0,0.0
1.978,71,23.2979,21.4612,0,0,0.0
2.0023,72,23.762,21.042,0,0,0.0
2.0262,73,23.6842,21.1112,0,0,0.0
2.0501,74,23.4815,21.2934,0,0,0.0
2.0742,75,23.6345,21.1555,0,0,0.0
2.0983,76,23.7626,21.0415,0,0,0.0
2.1224,77,23.754,21.0491,0,0,0.0
2.1467,78,23.9039,20.9171,0,0,0.0
2.1702,79,23.2657,21.4909,0,0,0.0
2.1945,80,23.8693,20.9474,0,0,0.0
2.2187,81,23.919,20.9039,0,0,0.0
2.2425,82,23.3651,21.3995,0,0,0.0
2.2666,83,23.6338,21.1562,0,0,0.0
2.291,84,24.0642,20.7777,0,0,0.0
2.3156,85,24.0625,20.7792,0,0,0.0
2.3397,86,23.5785,21.2057,0,0,0.0
2.3631,87,23.038,21.7033,0,0,0.0
2.3874,88,23.7151,21.0836,0,0,0.0
2.4112,89,23.1878,21.5631,0,0,0.0
2.4357,90,23.487,21.2883,0,0,0.0
2.4597,91,23.6022,21.1844,0,0,0.0
2.4838,92,23.6979,21.0989,0,0,0.0
2.5074,93,23.3799,21.3859,0,0,0.0
2.5316,94,23.6679,21.1257,0,0,0.0
2.5552,95,23.3497,21.4136,0,0,0.0
2.5792,96,23.5452,21.2357,0,0,0.0
2.6033,97,23.8649,20.9513,0,0,0.0
2.6271,98,23.4718,21.3021,0,0,0.0
2.6506,99,23.2251,21.5285,0,0,0.0
2.6802,100,29.0045,17.2387,0,0,0.0
2.7079,101,23.9958,20.8369,0,0,0.0
2.7323,102,23.9206,20.9025,0,0,0.0
2.7565,103,23.856,20.9591,0,0,0.0
2.7808,104,23.8896,20.9296,0,0,0.0
2.8073,105,25.6204,19.5157,0,0,0.0
2.8329,106,25.0908,19.9276,0,0,0.0
2.8584,107,24.8971,20.0827,0,0,0.0
2.8836,108,24.6926,20.249,0,0,0.0
2.9088,109,24.7277,20.2203,0,0,0.0
2.9341,110,24.7338,20.2152,0,0,0.0
2.9595,111,24.8106,20.1526,0,0,0.0
2.9847,112,24.7165,20.2294,0,0,0.0
3.0092,113,23.912,20.91,0,0,0.0
3.0424,114,32.3739,15.4446,0,0,0.0
3.0681,115,25.1639,19.8697,0,0,0.0
